search_term,status,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_text,match_type,impressions,clicks,cost,conversions,conversion_value,ctr,cpc,is_brand_term,routing_status,routing_reason,natural_intent,blocked_from
marketplace wholesale,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,3,1,8.23,0.0,0.0,33.33,8.23,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,B2B EComm
online wholesale market,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
online wholesale marketplace,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,26,2,37.16,0.0,0.0,7.69,18.58,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,B2B EComm
online wholesale marketplace for retailers,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,1,1,115.0,0.0,0.0,100.0,115.0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,"B2B EComm, B2B EComm"
online wholesale marketplaces,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,10,1,21.58,0.0,0.0,10.0,21.58,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,"B2B EComm, B2B EComm"
online wholesale platform,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
online wholesale platforms,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
portal wholesale,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,24,2,21.26,0.0,0.0,8.33,10.63,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
websites for wholesale,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,1,1,17.5,0.0,0.0,100.0,17.5,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
websites for wholesale products,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,4,1,171.46,0.0,0.0,25.0,171.46,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
websites that sell wholesale items,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale market online,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale market place,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,6,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale market place online,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,4,1,21.63,0.0,0.0,25.0,21.63,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale marketplace,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,130,5,51.42,0.0,0.0,3.85,10.28,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,B2B EComm
wholesale marketplace online,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,B2B EComm
wholesale marketplaces,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,51,4,142.49,0.0,0.0,7.84,35.62,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,"B2B EComm, B2B EComm"
wholesale marketplaces online,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,"B2B EComm, B2B EComm"
wholesale online market,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale online retailers,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale online shopping websites,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale online store,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale online stores,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale order platform,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale platform,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,5,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale platforms,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,37,1,19.94,0.0,0.0,2.7,19.94,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale portal,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,28,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale product websites,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale retail websites,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale selling platforms,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,7,1,22.51,0.0,0.0,14.29,22.51,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale stores online,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,11,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale suppliers websites,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale websites,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,236,11,166.29,0.0,0.0,4.66,15.12,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesale websites for resellers,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,17,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesaler websites,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesalers websites,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - Wholesalers theme,NB - Wholesalers,
wholesaling websites,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,wholesale trade portal,EXACT,6,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
drop shipping integration,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,dropship supplier integration,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
dropshipping integration,NONE,22740783748,Search - NonBrand,184871850862,NB - Wholesalers,dropship supplier integration,EXACT,2,1,12.75,0.0,0.0,50.0,12.75,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
b to b platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
b2b business portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b business websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,1,33.8,0.0,0.0,100.0,33.8,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b e commerce platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
b2b ecommerce websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
b2b electronic marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,"B2B EComm, B2C EComm"
b2b it platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,61,2,34.94,0.0,0.0,3.28,17.47,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,"B2B EComm, B2B EComm, B2C EComm"
b2b marketplace websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,"B2B EComm, B2B EComm, B2C EComm"
b2b marketplaces,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,25,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,"B2B EComm, B2B EComm, B2B EComm, B2C EComm"
b2b marktplatz,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b online marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,"B2B EComm, B2C EComm"
b2b ordering portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,21,2,100.89,0.0,0.0,9.52,50.45,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b platform services,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,13,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b portaal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,163,4,128.58,0.0,0.0,2.45,32.15,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b purchasing platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b sales platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b service marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,"B2B EComm, B2C EComm"
b2b service platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,1,53.21,0.0,0.0,100.0,53.21,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b trade marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,"B2B EComm, B2C EComm"
b2b trade platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b trading platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b web platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,52,2,76.25,0.0,0.0,3.85,38.12,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b webstore,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
business to business portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
business to business websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
marketplace b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,1,62.95,2.0,26.0,100.0,62.95,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,"B2B EComm, B2C EComm"
marketplaces b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,"B2B EComm, B2B EComm, B2C EComm"
online b2b marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,"B2B EComm, B2B EComm, B2C EComm"
online b2b marketplaces,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,3,1,21.5,0.0,0.0,33.33,21.5,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,"B2B EComm, B2B EComm, B2B EComm, B2C EComm"
plateforme b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
portail b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
portal b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
trade b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
what is b2b portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b trade portal,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,"B2B EComm, B2C EComm"
b2b commerce platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce solution,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
b2b e commerce software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce solution,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b e commerce system,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce solution,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce solution,EXACT,7,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
b2b ecommerce integration,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce solution,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
b2b ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce solution,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
b2b ecommerce software solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce solution,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
b2b ecommerce solution,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce solution,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
b2b ecommerce solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce solution,EXACT,6,1,68.74,0.0,0.0,16.67,68.74,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
b2b ecommerce webshop,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce solution,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
b2b onlineshop software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce solution,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
best b2b ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce solution,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
best b2b ecommerce solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce solution,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
btob ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce solution,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
business to business e commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce solution,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
business to business electronic commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce solution,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
solution b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce solution,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b to b software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce software,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
b2b commerce software,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce software,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b enterprise software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce software,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b portal software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce software,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b sales software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce software,EXACT,10,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce software,EXACT,245,4,109.79,0.0,0.0,1.63,27.45,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b software products,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce software,EXACT,12,1,28.28,0.0,0.0,8.33,28.28,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b software sales,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce software,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b software solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce software,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b softwares,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce software,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b systems,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce software,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b wholesale software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce software,EXACT,6,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected NB - Wholesalers, but in NB - General B2B",NB - Wholesalers,B2C EComm
business to business software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce software,EXACT,7,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
software b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce software,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
ucp universal commerce protocol,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,unified commerce platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
unified commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,unified commerce platform,EXACT,115,1,61.4,0.0,0.0,0.87,61.4,False,POTENTIAL_MISMATCH,"Expected B2B Other Keywords, but in NB - General B2B",B2B Other Keywords,
unified commerce platform,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,unified commerce platform,EXACT,25,2,95.8,0.0,0.0,8.0,47.9,False,POTENTIAL_MISMATCH,"Expected B2B Other Keywords, but in NB - General B2B",B2B Other Keywords,
